name,id,base_experience,weight_hg,height_dm,order,game_versions,types,front_default_sprite_url,BMI
Gible,443,60.0,205,7,568,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['dragon', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,41.836734693877546
Gabite,444,144.0,560,14,569,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['dragon', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,28.571428571428566
Garchomp,445,300.0,950,19,570,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['dragon', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,26.31578947368421
Munchlax,446,78.0,1050,6,234,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,291.6666666666666
Riolu,447,57.0,202,7,572,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['fighting'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,41.224489795918366
Lucario,448,184.0,540,12,573,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['fighting', 'steel']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,37.49999999999999
Hippopotas,449,66.0,495,8,575,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['ground'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,77.34374999999999
Hippowdon,450,184.0,3000,20,576,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['ground'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,75.0
Skorupi,451,66.0,120,8,577,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['poison', 'bug']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,18.749999999999996
Drapion,452,175.0,615,13,578,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['poison', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,36.390532544378694
Croagunk,453,60.0,230,7,579,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['poison', 'fighting']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,46.938775510204074
Toxicroak,454,172.0,444,13,580,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['poison', 'fighting']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,26.272189349112427
Carnivine,455,159.0,270,14,581,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,13.77551020408163
Finneon,456,66.0,70,4,582,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,43.74999999999999
Lumineon,457,161.0,240,12,583,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,16.66666666666666
Mantyke,458,69.0,650,10,326,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['water', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,65.0
Snover,459,67.0,505,10,584,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['grass', 'ice']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,50.5
Abomasnow,460,173.0,1355,22,585,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['grass', 'ice']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,27.995867768595037
Weavile,461,179.0,340,11,313,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['dark', 'ice']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,28.099173553719005
Magnezone,462,268.0,1800,12,134,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['electric', 'steel']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,124.99999999999997
Lickilicky,463,180.0,1400,17,172,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,48.442906574394456
Rhyperior,464,268.0,2828,24,178,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['ground', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,49.097222222222214
Tangrowth,465,187.0,1286,20,183,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,32.15
Electivire,466,270.0,1386,18,203,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,42.77777777777777
Magmortar,467,270.0,680,16,206,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['fire'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,26.562499999999996
Togekiss,468,273.0,380,15,270,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['fairy', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,16.88888888888889
Yanmega,469,180.0,515,19,290,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['bug', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,14.265927977839334
Leafeon,470,184.0,255,10,222,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,25.5
Glaceon,471,184.0,259,8,223,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['ice'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,40.46874999999999
Gliscor,472,179.0,425,20,305,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['ground', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,10.625
Mamoswine,473,265.0,2910,25,320,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['ice', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,46.56
Porygon-Z,474,268.0,340,9,227,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,41.9753086419753
Gallade,475,259.0,520,16,384,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['psychic', 'fighting']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,20.312499999999996
Probopass,476,184.0,3400,14,402,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['rock', 'steel']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,173.469387755102
Dusknoir,477,263.0,1066,22,474,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['ghost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,22.02479338842975
Froslass,478,168.0,266,13,483,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['ice', 'ghost']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,15.7396449704142
Rotom,479,154.0,3,3,587,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['electric', 'ghost']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,3.333333333333333
Uxie,480,290.0,3,3,593,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['psychic'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,3.333333333333333
Mesprit,481,290.0,3,3,594,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['psychic'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,3.333333333333333
Azelf,482,290.0,3,3,595,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['psychic'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,3.333333333333333
Dialga,483,340.0,6830,54,596,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['steel', 'dragon']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,23.422496570644714
Palkia,484,340.0,3360,42,597,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['water', 'dragon']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,19.047619047619047
Heatran,485,300.0,4300,17,598,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['fire', 'steel']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,148.7889273356401
Regigigas,486,335.0,4200,37,599,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,30.67932797662527
Giratina-Altered,487,340.0,7500,45,600,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['ghost', 'dragon']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,37.03703703703704
Cresselia,488,300.0,856,15,602,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['psychic'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,38.04444444444445
Phione,489,216.0,31,4,603,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,19.374999999999996
Manaphy,490,270.0,14,3,604,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,15.555555555555554
Darkrai,491,270.0,505,15,605,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['dark'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,22.444444444444443
Shaymin-Land,492,270.0,21,2,606,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,52.49999999999999
Arceus,493,324.0,3200,32,608,"['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,31.249999999999993
Victini,494,300.0,40,4,609,"['black', 'white', 'black-2', 'white-2']","['psychic', 'fire']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,24.999999999999996
Snivy,495,62.0,81,6,610,"['black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,22.499999999999993
Servine,496,145.0,160,8,611,"['black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,24.999999999999996
Serperior,497,238.0,630,33,612,"['black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,5.785123966942147
Tepig,498,62.0,99,5,613,"['black', 'white', 'black-2', 'white-2']",['fire'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,39.6
Pignite,499,146.0,555,10,614,"['black', 'white', 'black-2', 'white-2']","['fire', 'fighting']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,55.5
Emboar,500,238.0,1500,16,615,"['black', 'white', 'black-2', 'white-2']","['fire', 'fighting']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,58.593749999999986
Oshawott,501,62.0,59,5,616,"['black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,23.6
Dewott,502,145.0,245,8,617,"['black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,38.28124999999999
Samurott,503,238.0,946,15,618,"['black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,42.04444444444445
Patrat,504,51.0,116,5,619,"['black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,46.400000000000006
Watchog,505,147.0,270,11,620,"['black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,22.314049586776857
Lillipup,506,55.0,41,4,621,"['black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,25.625
Herdier,507,130.0,147,9,622,"['black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,18.14814814814815
Stoutland,508,250.0,610,12,623,"['black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,42.3611111111111
Purrloin,509,56.0,101,4,624,"['black', 'white', 'black-2', 'white-2']",['dark'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,63.125
Liepard,510,156.0,375,11,625,"['black', 'white', 'black-2', 'white-2']",['dark'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,30.991735537190078
Pansage,511,63.0,105,6,626,"['black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,29.166666666666657
Simisage,512,174.0,305,11,627,"['black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,25.20661157024793
Pansear,513,63.0,110,6,628,"['black', 'white', 'black-2', 'white-2']",['fire'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,30.555555555555546
Simisear,514,174.0,280,10,629,"['black', 'white', 'black-2', 'white-2']",['fire'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,28.0
Panpour,515,63.0,135,6,630,"['black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,37.49999999999999
Simipour,516,174.0,290,10,631,"['black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,29.0
Munna,517,58.0,233,6,632,"['black', 'white', 'black-2', 'white-2']",['psychic'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,64.7222222222222
Musharna,518,170.0,605,11,633,"['black', 'white', 'black-2', 'white-2']",['psychic'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,49.99999999999999
Pidove,519,53.0,21,3,634,"['black', 'white', 'black-2', 'white-2']","['normal', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,23.33333333333333
Tranquill,520,125.0,150,6,635,"['black', 'white', 'black-2', 'white-2']","['normal', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,41.66666666666666
Unfezant,521,244.0,290,12,636,"['black', 'white', 'black-2', 'white-2']","['normal', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,20.138888888888882
Blitzle,522,59.0,298,8,637,"['black', 'white', 'black-2', 'white-2']",['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,46.56249999999999
Zebstrika,523,174.0,795,16,638,"['black', 'white', 'black-2', 'white-2']",['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,31.054687499999993
Roggenrola,524,56.0,180,4,639,"['black', 'white', 'black-2', 'white-2']",['rock'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,112.49999999999997
Boldore,525,137.0,1020,9,640,"['black', 'white', 'black-2', 'white-2']",['rock'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,125.92592592592592
Gigalith,526,258.0,2600,17,641,"['black', 'white', 'black-2', 'white-2']",['rock'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,89.96539792387541
Woobat,527,65.0,21,4,642,"['black', 'white', 'black-2', 'white-2']","['psychic', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,13.124999999999998
Swoobat,528,149.0,105,9,643,"['black', 'white', 'black-2', 'white-2']","['psychic', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,12.962962962962962
Drilbur,529,66.0,85,3,644,"['black', 'white', 'black-2', 'white-2']",['ground'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,94.44444444444441
Excadrill,530,178.0,404,7,645,"['black', 'white', 'black-2', 'white-2']","['ground', 'steel']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,82.44897959183673
Audino,531,390.0,310,11,646,"['black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,25.6198347107438
Timburr,532,61.0,125,6,648,"['black', 'white', 'black-2', 'white-2']",['fighting'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,34.722222222222214
Gurdurr,533,142.0,400,12,649,"['black', 'white', 'black-2', 'white-2']",['fighting'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,27.77777777777777
Conkeldurr,534,253.0,870,14,650,"['black', 'white', 'black-2', 'white-2']",['fighting'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,44.387755102040806
Tympole,535,59.0,45,5,651,"['black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,18.0
Palpitoad,536,134.0,170,8,652,"['black', 'white', 'black-2', 'white-2']","['water', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,26.562499999999996
Seismitoad,537,255.0,620,15,653,"['black', 'white', 'black-2', 'white-2']","['water', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,27.555555555555557
Throh,538,163.0,555,13,654,"['black', 'white', 'black-2', 'white-2']",['fighting'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,32.840236686390526
Sawk,539,163.0,510,14,655,"['black', 'white', 'black-2', 'white-2']",['fighting'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,26.0204081632653
Sewaddle,540,62.0,25,3,656,"['black', 'white', 'black-2', 'white-2']","['bug', 'grass']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,27.77777777777777
Swadloon,541,133.0,73,5,657,"['black', 'white', 'black-2', 'white-2']","['bug', 'grass']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,29.200000000000003
Leavanny,542,225.0,205,12,658,"['black', 'white', 'black-2', 'white-2']","['bug', 'grass']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,14.236111111111107
Venipede,543,52.0,53,4,659,"['black', 'white', 'black-2', 'white-2']","['bug', 'poison']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,33.125
Whirlipede,544,126.0,585,12,660,"['black', 'white', 'black-2', 'white-2']","['bug', 'poison']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,40.624999999999986
Scolipede,545,243.0,2005,25,661,"['black', 'white', 'black-2', 'white-2']","['bug', 'poison']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,32.08
Cottonee,546,56.0,6,3,662,"['black', 'white', 'black-2', 'white-2']","['grass', 'fairy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,6.666666666666666
Whimsicott,547,168.0,66,7,663,"['black', 'white', 'black-2', 'white-2']","['grass', 'fairy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,13.469387755102039
Petilil,548,56.0,66,5,664,"['black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,26.400000000000002
Lilligant,549,168.0,163,11,665,"['black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,13.471074380165287
Basculin-Red-Striped,550,161.0,180,10,666,"['black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,18.0
Sandile,551,58.0,152,7,668,"['black', 'white', 'black-2', 'white-2']","['ground', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,31.0204081632653
Krokorok,552,123.0,334,10,669,"['black', 'white', 'black-2', 'white-2']","['ground', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,33.4
Krookodile,553,260.0,963,15,670,"['black', 'white', 'black-2', 'white-2']","['ground', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,42.800000000000004
Darumaka,554,63.0,375,6,671,"['black', 'white', 'black-2', 'white-2']",['fire'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,104.16666666666664
Darmanitan-Standard,555,168.0,929,13,673,"['black', 'white', 'black-2', 'white-2']",['fire'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,54.97041420118343
Maractus,556,161.0,280,10,677,"['black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,28.0
Dwebble,557,65.0,145,3,678,"['black', 'white', 'black-2', 'white-2']","['bug', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,161.11111111111106
Crustle,558,170.0,2000,14,679,"['black', 'white', 'black-2', 'white-2']","['bug', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,102.04081632653059
Scraggy,559,70.0,118,6,680,"['black', 'white', 'black-2', 'white-2']","['dark', 'fighting']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,32.77777777777777
Scrafty,560,171.0,300,11,681,"['black', 'white', 'black-2', 'white-2']","['dark', 'fighting']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,24.793388429752063
Sigilyph,561,172.0,140,14,682,"['black', 'white', 'black-2', 'white-2']","['psychic', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,7.1428571428571415
Yamask,562,61.0,15,5,683,"['black', 'white', 'black-2', 'white-2']",['ghost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,6.0
Cofagrigus,563,169.0,765,17,685,"['black', 'white', 'black-2', 'white-2']",['ghost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,26.470588235294112
Tirtouga,564,71.0,165,7,686,"['black', 'white', 'black-2', 'white-2']","['water', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,33.6734693877551
Carracosta,565,173.0,810,12,687,"['black', 'white', 'black-2', 'white-2']","['water', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,56.249999999999986
Archen,566,71.0,95,5,688,"['black', 'white', 'black-2', 'white-2']","['rock', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,38.0
Archeops,567,177.0,320,14,689,"['black', 'white', 'black-2', 'white-2']","['rock', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,16.326530612244895
Trubbish,568,66.0,310,6,690,"['black', 'white', 'black-2', 'white-2']",['poison'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,86.11111111111109
Garbodor,569,166.0,1073,19,691,"['black', 'white', 'black-2', 'white-2']",['poison'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,29.722991689750693
Zorua,570,66.0,125,7,692,"['black', 'white', 'black-2', 'white-2']",['dark'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,25.510204081632647
Zoroark,571,179.0,811,16,693,"['black', 'white', 'black-2', 'white-2']",['dark'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,31.679687499999996
Minccino,572,60.0,58,4,694,"['black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,36.25
Cinccino,573,165.0,75,5,695,"['black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,30.0
